1.0                ,1.0              ,1.0               ,1.0               ,1.0               ,1.0
58.99524649724866  ,65.9155591565483 ,52.46980608280125 ,57.52700571323797 ,68.22329527892288 ,58.60212204310449
0.32945736434108525,0.313953488372093,0.5643939393939394,0.3333333333333333,0.3023255813953488,0.43846153846153846
85                 ,81               ,149               ,86                ,78                ,114
258                ,258              ,264               ,258               ,258               ,260
