0.35555555555555557,0.6091205211726385,0.48520710059171596,0.6535947712418301,0.7879858657243817 ,0.5786163522012578
14.332648082624292 ,26.86633687742341 ,36.69177232082298  ,57.19835060796725 ,66.70158304813204  ,56.477359385674085
0.7928571428571428 ,0.7244897959183674,0.6031746031746031 ,0.4117647058823529,0.40358744394618834,0.4182692307692308
111                ,142               ,114                ,84                ,90                 ,87
140                ,196               ,189                ,204               ,223                ,208
